date,ticker,value
2012-10-15,Meta,19.499311
2012-10-16,Meta,19.459352
2012-10-17,Meta,19.858929
2012-10-18,Meta,18.959883
2012-10-19,Meta,18.979862
2012-10-22,Meta,19.299522
2012-10-23,Meta,19.479332
2012-10-24,Meta,23.205378
2012-10-25,Meta,22.536089
2012-10-26,Meta,21.916746
2012-10-29,Meta,21.916746
2012-10-30,Meta,21.916746
2012-10-31,Meta,21.087626
2012-11-01,Meta,21.187519
2012-11-02,Meta,21.157553
2012-11-05,Meta,21.227478
2012-11-06,Meta,21.147562
2012-11-07,Meta,20.448303
2012-11-08,Meta,19.968813
2012-11-09,Meta,19.189638
2012-11-12,Meta,20.048727
2012-11-13,Meta,19.838951
2012-11-14,Meta,22.336302
2012-11-15,Meta,22.146502
2012-11-16,Meta,23.535028
2012-11-19,Meta,22.895708
2012-11-20,Meta,23.075518
2012-11-21,Meta,24.294224
2012-11-22,Meta,24.294224
2012-11-23,Meta,23.974564
2012-11-26,Meta,25.912506
2012-11-27,Meta,26.122284
2012-11-28,Meta,26.332062
2012-11-29,Meta,27.291044
2012-11-30,Meta,27.970324
2012-12-03,Meta,27.011341
2012-12-04,Meta,27.430895
2012-12-05,Meta,27.68063
2012-12-06,Meta,26.941414
2012-12-07,Meta,27.460863
2012-12-10,Meta,27.810493
2012-12-11,Meta,27.950344
2012-12-12,Meta,27.550768
2012-12-13,Meta,28.210068
2012-12-14,Meta,26.781584
2012-12-17,Meta,26.721647
2012-12-18,Meta,27.68063
2012-12-19,Meta,27.380949
2012-12-20,Meta,27.331001
2012-12-21,Meta,26.232168
2012-12-24,Meta,26.901457
2012-12-25,Meta,26.901457
2012-12-26,Meta,26.481903
2012-12-27,Meta,26.022388
2012-12-28,Meta,25.882538
2012-12-31,Meta,26.591787
2013-01-01,Meta,26.591787
2013-01-02,Meta,27.970324
2013-01-03,Meta,27.740568
2013-01-04,Meta,28.729517
2013-01-07,Meta,29.388819
2013-01-08,Meta,29.0292
2013-01-09,Meta,30.557579
2013-01-10,Meta,31.266825
2013-01-11,Meta,31.68638
2013-01-14,Meta,30.917196
2013-01-15,Meta,30.068098
2013-01-16,Meta,29.818363
2013-01-17,Meta,30.108055
2013-01-18,Meta,29.628563
2013-01-21,Meta,29.628563
2013-01-22,Meta,30.69743
2013-01-23,Meta,30.787334
2013-01-24,Meta,31.047058
2013-01-25,Meta,31.506573
2013-01-28,Meta,32.435585
2013-01-29,Meta,30.757366
2013-01-30,Meta,31.206888
2013-01-31,Meta,30.947165
2013-02-01,Meta,29.698488
2013-02-04,Meta,28.080208
2013-02-05,Meta,28.609644
2013-02-06,Meta,29.019209
2013-02-07,Meta,28.619635
2013-02-08,Meta,28.519739
2013-02-11,Meta,28.230047
2013-02-12,Meta,27.340992
2013-02-13,Meta,27.880419
2013-02-14,Meta,28.469793
2013-02-15,Meta,28.289984
2013-02-18,Meta,28.289984
2013-02-19,Meta,28.899338
2013-02-20,Meta,28.429834
2013-02-21,Meta,27.251087
2013-02-22,Meta,27.101244
2013-02-25,Meta,27.241096
2013-02-26,Meta,27.36097
2013-02-27,Meta,26.841522
2013-02-28,Meta,27.221119
2013-03-01,Meta,27.750557
2013-03-04,Meta,27.690619
2013-03-05,Meta,27.490831
2013-03-06,Meta,27.420906
2013-03-07,Meta,28.549707
2013-03-08,Meta,27.930365
2013-03-11,Meta,28.110174
2013-03-12,Meta,27.800503
2013-03-13,Meta,27.051298
2013-03-14,Meta,27.011341
2013-03-15,Meta,26.621754
2013-03-18,Meta,26.461924
2013-03-19,Meta,26.521858
2013-03-20,Meta,25.832592
2013-03-21,Meta,25.712719
2013-03-22,Meta,25.702728
2013-03-25,Meta,25.103365
2013-03-26,Meta,25.183279
2013-03-27,Meta,26.062347
2013-03-28,Meta,25.552889
2013-03-29,Meta,25.552889
2013-04-01,Meta,25.502941
2013-04-02,Meta,25.393057
2013-04-03,Meta,26.222178
2013-04-04,Meta,27.041309
2013-04-05,Meta,27.36097
2013-04-08,Meta,26.821543
2013-04-09,Meta,26.561817
2013-04-10,Meta,27.540779
2013-04-11,Meta,27.990303
2013-04-12,Meta,27.370958
2013-04-15,Meta,26.491892
2013-04-16,Meta,26.891468
2013-04-17,Meta,26.601774
2013-04-18,Meta,25.662771
2013-04-19,Meta,25.702728
2013-04-22,Meta,25.942474
2013-04-23,Meta,25.952463
2013-04-24,Meta,26.082327
2013-04-25,Meta,26.112293
2013-04-26,Meta,26.821543
2013-04-29,Meta,26.951405
2013-04-30,Meta,27.740568
2013-05-01,Meta,27.400927
2013-05-02,Meta,28.939295
2013-05-03,Meta,28.279993
2013-05-06,Meta,27.540779
2013-05-07,Meta,26.8615
2013-05-08,Meta,27.091257
2013-05-09,Meta,27.011341
2013-05-10,Meta,26.651722
2013-05-13,Meta,26.791573
2013-05-14,Meta,27.041309
2013-05-15,Meta,26.571808
2013-05-16,Meta,26.102304
2013-05-17,Meta,26.222178
2013-05-20,Meta,25.732697
2013-05-21,Meta,25.632803
2013-05-22,Meta,25.133333
2013-05-23,Meta,25.033438
2013-05-24,Meta,24.284233
2013-05-27,Meta,24.284233
2013-05-28,Meta,24.074457
2013-05-29,Meta,23.295282
2013-05-30,Meta,24.523979
2013-05-31,Meta,24.324192
2013-06-03,Meta,23.824722
2013-06-04,Meta,23.495071
2013-06-05,Meta,22.875729
2013-06-06,Meta,22.945654
2013-06-07,Meta,23.265316
2013-06-10,Meta,24.304213
2013-06-11,Meta,24.004532
2013-06-12,Meta,23.744806
2013-06-13,Meta,23.704849
2013-06-14,Meta,23.604954
2013-06-17,Meta,23.994541
2013-06-18,Meta,24.18434
2013-06-19,Meta,24.284233
2013-06-20,Meta,23.874668
2013-06-21,Meta,24.504002
2013-06-24,Meta,23.914627
2013-06-25,Meta,24.224298
2013-06-26,Meta,24.134394
2013-06-27,Meta,24.633863
2013-06-28,Meta,24.853628
2013-07-01,Meta,24.783703
2013-07-02,Meta,24.384129
2013-07-03,Meta,24.494013
2013-07-04,Meta,24.494013
2013-07-05,Meta,24.344172
2013-07-08,Meta,24.683809
2013-07-09,Meta,25.452993
2013-07-10,Meta,25.772654
2013-07-11,Meta,25.782644
2013-07-12,Meta,25.882538
2013-07-15,Meta,26.252148
2013-07-16,Meta,26.292103
2013-07-17,Meta,26.621754
2013-07-18,Meta,26.152252
2013-07-19,Meta,25.85257
2013-07-22,Meta,26.022388
2013-07-23,Meta,26.102304
2013-07-24,Meta,26.481903
2013-07-25,Meta,34.323582
2013-07-26,Meta,33.973953
2013-07-29,Meta,35.392448
2013-07-30,Meta,37.590118
2013-07-31,Meta,36.760994
2013-08-01,Meta,37.450268
2013-08-02,Meta,38.00967
2013-08-05,Meta,39.14846
2013-08-06,Meta,38.50914
2013-08-07,Meta,38.8288
2013-08-08,Meta,38.499153
2013-08-09,Meta,38.459194
2013-08-12,Meta,38.179493
2013-08-13,Meta,36.980762
2013-08-14,Meta,36.611156
2013-08-15,Meta,36.521252
2013-08-16,Meta,37.040703
2013-08-19,Meta,37.769928
2013-08-20,Meta,38.369289
2013-08-21,Meta,38.279385
2013-08-22,Meta,38.50914
2013-08-23,Meta,40.507019
2013-08-26,Meta,41.296185
2013-08-27,Meta,39.597984
2013-08-28,Meta,40.507019
2013-08-29,Meta,41.236248
2013-08-30,Meta,41.246239
2013-09-02,Meta,41.246239
2013-09-03,Meta,41.825623
2013-09-04,Meta,41.735718
2013-09-05,Meta,42.614784
2013-09-06,Meta,43.903419
2013-09-09,Meta,43.993324
2013-09-10,Meta,43.553787
2013-09-11,Meta,44.992264
2013-09-12,Meta,44.702568
2013-09-13,Meta,44.263039
2013-09-16,Meta,42.464943
2013-09-17,Meta,45.022232
2013-09-18,Meta,45.18206
2013-09-19,Meta,45.931267
2013-09-20,Meta,47.439667
2013-09-23,Meta,47.139984
2013-09-24,Meta,48.398647
2013-09-25,Meta,49.407578
2013-09-26,Meta,50.33659
2013-09-27,Meta,51.185692
2013-09-30,Meta,50.176762
2013-10-01,Meta,50.366558
2013-10-02,Meta,50.226707
2013-10-03,Meta,49.127876
2013-10-04,Meta,50.985905
2013-10-07,Meta,50.466454
2013-10-08,Meta,47.090034
2013-10-09,Meta,46.720428
2013-10-10,Meta,48.998013
2013-10-11,Meta,49.057949
2013-10-14,Meta,49.457523
2013-10-15,Meta,49.447536
2013-10-16,Meta,51.085796
2013-10-17,Meta,52.154663
2013-10-18,Meta,54.162533
2013-10-21,Meta,53.792923
2013-10-22,Meta,52.624165
2013-10-23,Meta,51.844994
2013-10-24,Meta,52.394409
2013-10-25,Meta,51.894939
2013-10-28,Meta,50.176762
2013-10-29,Meta,49.347645
2013-10-30,Meta,48.958054
2013-10-31,Meta,50.15678
2013-11-01,Meta,49.697269
2013-11-04,Meta,48.168892
2013-11-05,Meta,50.056889
2013-11-06,Meta,49.067936
2013-11-07,Meta,47.509594
2013-11-08,Meta,47.479622
2013-11-11,Meta,46.151035
2013-11-12,Meta,46.5606
2013-11-13,Meta,48.658371
2013-11-14,Meta,48.938076
2013-11-15,Meta,48.958054
2013-11-18,Meta,45.781425
2013-11-19,Meta,46.310863
2013-11-20,Meta,46.380791
2013-11-21,Meta,46.650505
2013-11-22,Meta,46.181
2013-11-25,Meta,44.772495
2013-11-26,Meta,45.841362
2013-11-27,Meta,46.440727
2013-11-28,Meta,46.440727
2013-11-29,Meta,46.960175
2013-12-02,Meta,47.010124
2013-12-03,Meta,46.68047
2013-12-04,Meta,48.568466
2013-12-05,Meta,48.288765
2013-12-06,Meta,47.889187
2013-12-09,Meta,48.788235
2013-12-10,Meta,50.196739
2013-12-11,Meta,49.327663
2013-12-12,Meta,51.775066
2013-12-13,Meta,53.263485
2013-12-16,Meta,53.752968
2013-12-17,Meta,54.801853
2013-12-18,Meta,55.511101
2013-12-19,Meta,54.991653
2013-12-20,Meta,55.061577
2013-12-23,Meta,57.708771
2013-12-24,Meta,57.898567
2013-12-25,Meta,57.898567
2013-12-26,Meta,57.668812
2013-12-27,Meta,55.381237
2013-12-30,Meta,53.653072
2013-12-31,Meta,54.592079
2014-01-01,Meta,54.592079
2014-01-02,Meta,54.652012
2014-01-03,Meta,54.502174
2014-01-06,Meta,57.139374
2014-01-07,Meta,57.858608
2014-01-08,Meta,58.168282
2014-01-09,Meta,57.159355
2014-01-10,Meta,57.87859
2014-01-13,Meta,55.850742
2014-01-14,Meta,57.678802
2014-01-15,Meta,57.538948
2014-01-16,Meta,57.129383
2014-01-17,Meta,56.240326
2014-01-20,Meta,56.240326
2014-01-21,Meta,58.447983
2014-01-22,Meta,57.449043
2014-01-23,Meta,56.569981
2014-01-24,Meta,54.392288
2014-01-27,Meta,53.49324
2014-01-28,Meta,55.081558
2014-01-29,Meta,53.473263
2014-01-30,Meta,61.015263
2014-01-31,Meta,62.503681
2014-02-03,Meta,61.414837
2014-02-04,Meta,62.683491
2014-02-05,Meta,62.124084
2014-02-06,Meta,62.094116
2014-02-07,Meta,64.251831
2014-02-10,Meta,63.482643
2014-02-11,Meta,64.781265
2014-02-12,Meta,64.381683
2014-02-13,Meta,67.258636
2014-02-14,Meta,67.01889
2014-02-17,Meta,67.01889
2014-02-18,Meta,67.228676
2014-02-19,Meta,67.987862
2014-02-20,Meta,69.556198
2014-02-21,Meta,68.517296
2014-02-24,Meta,70.704979
2014-02-25,Meta,69.775963
2014-02-26,Meta,69.186592
2014-02-27,Meta,68.866936
2014-02-28,Meta,68.387436
2014-03-03,Meta,67.338554
2014-03-04,Meta,68.727081
2014-03-05,Meta,71.494141
2014-03-06,Meta,70.764915
2014-03-07,Meta,69.726021
2014-03-10,Meta,71.953651
2014-03-11,Meta,70.025703
2014-03-12,Meta,70.804871
2014-03-13,Meta,68.75705
2014-03-14,Meta,67.648224
2014-03-17,Meta,68.667145
2014-03-18,Meta,69.116669
2014-03-19,Meta,68.167671
2014-03-20,Meta,66.899017
2014-03-21,Meta,67.168732
2014-03-24,Meta,64.032059
2014-03-25,Meta,64.82122
2014-03-26,Meta,60.325993
2014-03-27,Meta,60.90538
2014-03-28,Meta,59.946396
2014-03-31,Meta,60.176155
2014-04-01,Meta,62.553627
2014-04-02,Meta,62.653526
2014-04-03,Meta,59.426949
2014-04-04,Meta,56.68985
2014-04-07,Meta,56.889641
2014-04-08,Meta,58.128323
2014-04-09,Meta,62.343853
2014-04-10,Meta,59.097298
2014-04-11,Meta,58.467964
2014-04-14,Meta,58.827583
2014-04-15,Meta,59.02737
2014-04-16,Meta,59.656704
2014-04-17,Meta,58.877529
2014-04-18,Meta,58.877529
2014-04-21,Meta,61.175095
2014-04-22,Meta,62.963196
2014-04-23,Meta,61.294968
2014-04-24,Meta,60.805485
2014-04-25,Meta,57.648834
2014-04-28,Meta,56.080498
2014-04-29,Meta,58.088367
2014-04-30,Meta,59.71664
2014-05-01,Meta,61.08519
2014-05-02,Meta,60.39592
2014-05-05,Meta,61.155113
2014-05-06,Meta,58.467964
2014-05-07,Meta,57.329174
2014-05-08,Meta,56.699841
2014-05-09,Meta,57.179333
2014-05-12,Meta,59.76659
2014-05-13,Meta,59.76659
2014-05-14,Meta,59.167221
2014-05-15,Meta,57.858608
2014-05-16,Meta,57.958508
2014-05-19,Meta,59.147243
2014-05-20,Meta,58.497932
2014-05-21,Meta,60.425888
2014-05-22,Meta,60.455856
2014-05-23,Meta,61.284973
2014-05-26,Meta,61.284973
2014-05-27,Meta,63.412716
2014-05-28,Meta,63.442684
2014-05-29,Meta,63.762348
2014-05-30,Meta,63.232906
2014-06-02,Meta,63.013145
2014-06-03,Meta,62.803364
2014-06-04,Meta,63.272865
2014-06-05,Meta,63.123024
2014-06-06,Meta,62.433758
2014-06-09,Meta,62.813354
2014-06-10,Meta,65.700287
2014-06-11,Meta,65.710281
2014-06-12,Meta,64.221863
2014-06-13,Meta,64.431641
2014-06-16,Meta,64.121971
2014-06-17,Meta,64.331741
2014-06-18,Meta,65.530472
2014-06-19,Meta,64.271805
2014-06-20,Meta,64.431641
2014-06-23,Meta,65.30072
2014-06-24,Meta,65.650345
2014-06-25,Meta,67.368523
2014-06-26,Meta,67.058846
2014-06-27,Meta,67.528351
2014-06-30,Meta,67.218681
2014-07-01,Meta,67.987862
2014-07-02,Meta,66.37957
2014-07-03,Meta,66.219742
2014-07-04,Meta,66.219742
2014-07-07,Meta,65.220802
2014-07-08,Meta,62.693481
2014-07-09,Meta,64.901138
2014-07-10,Meta,64.801247
2014-07-11,Meta,66.269684
2014-07-14,Meta,67.828033
2014-07-15,Meta,67.098808
2014-07-16,Meta,67.588295
2014-07-17,Meta,66.339615
2014-07-18,Meta,68.347481
2014-07-21,Meta,69.326447
2014-07-22,Meta,69.196579
2014-07-23,Meta,71.214439
2014-07-24,Meta,74.900536
2014-07-25,Meta,75.110306
2014-07-28,Meta,74.840591
2014-07-29,Meta,73.631874
2014-07-30,Meta,74.600845
2014-07-31,Meta,72.572998
2014-08-01,Meta,72.28331
2014-08-04,Meta,73.432091
2014-08-05,Meta,72.612961
2014-08-06,Meta,72.393188
2014-08-07,Meta,73.092445
2014-08-08,Meta,72.982559
2014-08-11,Meta,73.362167
2014-08-12,Meta,72.752808
2014-08-13,Meta,73.691811
2014-08-14,Meta,74.221252
2014-08-15,Meta,73.551956
2014-08-18,Meta,74.510941
2014-08-19,Meta,75.210205
2014-08-20,Meta,74.730705
2014-08-21,Meta,74.490967
2014-08-22,Meta,74.490967
2014-08-25,Meta,74.940483
2014-08-26,Meta,75.879486
2014-08-27,Meta,74.550896
2014-08-28,Meta,73.781715
2014-08-29,Meta,74.7407
2014-09-01,Meta,74.7407
2014-09-02,Meta,76.598724
2014-09-03,Meta,75.749634
2014-09-04,Meta,75.869499
2014-09-05,Meta,77.178116
2014-09-08,Meta,77.807442
2014-09-09,Meta,76.588737
2014-09-10,Meta,77.347931
2014-09-11,Meta,77.83741
2014-09-12,Meta,77.397881
2014-09-15,Meta,74.500954
2014-09-16,Meta,75.999367
2014-09-17,Meta,76.348991
2014-09-18,Meta,76.918388
2014-09-19,Meta,77.827431
2014-09-22,Meta,76.718605
2014-09-23,Meta,78.207024
2014-09-24,Meta,78.456757
2014-09-25,Meta,77.138153
2014-09-26,Meta,78.70649
2014-09-29,Meta,78.916267
2014-09-30,Meta,78.95623
2014-10-01,Meta,76.468872
2014-10-02,Meta,76.998306
2014-10-03,Meta,77.357925
2014-10-06,Meta,77.477791
2014-10-07,Meta,76.209145
2014-10-08,Meta,77.437836
2014-10-09,Meta,75.829544
2014-10-10,Meta,72.832726
2014-10-13,Meta,72.912636
2014-10-14,Meta,73.512001
2014-10-15,Meta,73.132408
2014-10-16,Meta,72.553017
2014-10-17,Meta,75.869499
2014-10-20,Meta,76.868439
2014-10-21,Meta,78.606598
2014-10-22,Meta,78.286942
2014-10-23,Meta,79.95517
2014-10-24,Meta,80.584496
2014-10-27,Meta,80.194908
2014-10-28,Meta,80.684387
2014-10-29,Meta,75.779594
2014-10-30,Meta,74.031448
2014-10-31,Meta,74.910515
2014-11-03,Meta,73.801689
2014-11-04,Meta,75.679703
2014-11-05,Meta,74.750687
2014-11-06,Meta,75.180237
2014-11-07,Meta,75.519875
2014-11-10,Meta,74.920509
2014-11-11,Meta,74.530922
2014-11-12,Meta,74.640808
2014-11-13,Meta,74.171303
2014-11-14,Meta,74.800636
2014-11-17,Meta,74.161308
2014-11-18,Meta,74.261208
2014-11-19,Meta,73.252281
2014-11-20,Meta,73.521988
2014-11-21,Meta,73.671837
2014-11-24,Meta,73.931557
2014-11-25,Meta,75.549835
2014-11-26,Meta,77.537735
2014-11-27,Meta,77.537735
2014-11-28,Meta,77.617645
2014-12-01,Meta,75.020401
2014-12-02,Meta,75.38002
2014-12-03,Meta,74.800636
2014-12-04,Meta,75.160255
2014-12-05,Meta,76.279068
2014-12-08,Meta,76.438896
2014-12-09,Meta,76.758553
2014-12-10,Meta,76.099258
2014-12-11,Meta,77.647621
2014-12-12,Meta,77.747513
2014-12-15,Meta,76.908394
2014-12-16,Meta,74.61084
2014-12-17,Meta,76.029335
2014-12-18,Meta,78.31691
2014-12-19,Meta,79.795334
2014-12-22,Meta,81.36367
2014-12-23,Meta,80.524567
2014-12-24,Meta,80.684387
2014-12-25,Meta,80.684387
2014-12-26,Meta,80.694382
2014-12-29,Meta,79.935181
2014-12-30,Meta,79.13604
2014-12-31,Meta,77.937302
2015-01-01,Meta,77.937302
2015-01-02,Meta,78.366852
2015-01-05,Meta,77.108192
2015-01-06,Meta,76.06929
2015-01-07,Meta,76.06929
2015-01-08,Meta,78.097137
2015-01-09,Meta,77.6576
2015-01-12,Meta,76.638687
2015-01-13,Meta,76.368965
2015-01-14,Meta,76.19915
2015-01-15,Meta,73.971519
2015-01-16,Meta,75.100319
2015-01-19,Meta,75.100319
2015-01-20,Meta,76.159195
2015-01-21,Meta,76.658661
2015-01-22,Meta,77.567703
2015-01-23,Meta,77.747513
2015-01-26,Meta,77.417862
2015-01-27,Meta,75.699684
2015-01-28,Meta,76.159195
2015-01-29,Meta,77.917328
2015-01-30,Meta,75.829544
2015-02-02,Meta,74.910515
2015-02-03,Meta,75.320084
2015-02-04,Meta,75.549835
2015-02-05,Meta,75.529861
2015-02-06,Meta,74.391068
2015-02-09,Meta,74.361107
2015-02-10,Meta,75.110306
2015-02-11,Meta,76.428909
2015-02-12,Meta,76.149208
2015-02-13,Meta,75.659721
2015-02-16,Meta,75.659721
2015-02-17,Meta,75.519875
2015-02-18,Meta,76.628693
2015-02-19,Meta,79.335823
2015-02-20,Meta,79.815315
2015-02-23,Meta,78.756432
2015-02-24,Meta,78.366852
2015-02-25,Meta,79.47567
2015-02-26,Meta,80.324776
2015-02-27,Meta,78.886299
2015-03-02,Meta,79.665474
2015-03-03,Meta,79.515633
2015-03-04,Meta,80.814255
2015-03-05,Meta,81.123924
2015-03-06,Meta,79.925201
2015-03-09,Meta,79.355804
2015-03-10,Meta,77.467812
2015-03-11,Meta,77.487785
2015-03-12,Meta,78.846344
2015-03-13,Meta,77.967278
2015-03-16,Meta,77.987251
2015-03-17,Meta,79.275887
2015-03-18,Meta,80.824249
2015-03-19,Meta,82.662292
2015-03-20,Meta,83.711182
2015-03-23,Meta,84.340515
2015-03-24,Meta,85.219582
2015-03-25,Meta,82.832115
2015-03-26,Meta,82.92202
2015-03-27,Meta,83.211716
2015-03-30,Meta,83.111816
2015-03-31,Meta,82.132858
2015-04-01,Meta,81.583435
2015-04-02,Meta,81.473557
2015-04-03,Meta,81.473557
2015-04-06,Meta,82.352623
2015-04-07,Meta,82.23275
2015-04-08,Meta,82.192795
2015-04-09,Meta,82.082909
2015-04-10,Meta,81.953049
2015-04-13,Meta,82.92202
2015-04-14,Meta,83.431473
2015-04-15,Meta,82.622337
2015-04-16,Meta,82.222755
2015-04-17,Meta,80.694382
2015-04-20,Meta,83.00193
2015-04-21,Meta,83.531372
2015-04-22,Meta,84.540298
2015-04-23,Meta,82.322655
2015-04-24,Meta,81.443588
2015-04-27,Meta,81.823189
2015-04-28,Meta,80.59449
2015-04-29,Meta,80.384712
2015-04-30,Meta,78.686508
2015-05-01,Meta,78.906281
2015-05-04,Meta,78.726471
2015-05-05,Meta,77.477791
2015-05-06,Meta,78.01722
2015-05-07,Meta,78.34687
2015-05-08,Meta,78.426788
2015-05-11,Meta,77.927322
2015-05-12,Meta,77.377899
2015-05-13,Meta,78.356865
2015-05-14,Meta,81.28376
2015-05-15,Meta,80.334763
2015-05-18,Meta,80.794273
2015-05-19,Meta,80.54454
2015-05-20,Meta,80.46463
2015-05-21,Meta,80.394707
2015-05-22,Meta,80.454636
2015-05-25,Meta,80.454636
2015-05-26,Meta,79.245918
2015-05-27,Meta,80.46463
2015-05-28,Meta,80.065048
2015-05-29,Meta,79.106071
2015-06-01,Meta,80.204903
2015-06-02,Meta,80.354744
2015-06-03,Meta,82.352623
2015-06-04,Meta,81.963036
2015-06-05,Meta,82.05294
2015-06-08,Meta,80.584496
2015-06-09,Meta,80.584496
2015-06-10,Meta,82.072922
2015-06-11,Meta,81.743271
2015-06-12,Meta,81.443588
2015-06-15,Meta,80.624458
2015-06-16,Meta,80.974083
2015-06-17,Meta,81.703316
2015-06-18,Meta,82.822128
2015-06-19,Meta,82.422554
2015-06-22,Meta,84.650185
2015-06-23,Meta,87.786858
2015-06-24,Meta,88.765816
2015-06-25,Meta,87.886757
2015-06-26,Meta,87.916718
2015-06-29,Meta,85.709068
2015-06-30,Meta,85.679092
2015-07-01,Meta,86.817886
2015-07-02,Meta,87.197487
2015-07-03,Meta,87.197487
2015-07-06,Meta,87.457207
2015-07-07,Meta,87.127556
2015-07-08,Meta,85.559219
2015-07-09,Meta,85.788971
2015-07-10,Meta,87.856781
2015-07-13,Meta,90.004501
2015-07-14,Meta,89.584946
2015-07-15,Meta,89.664864
2015-07-16,Meta,90.753708
2015-07-17,Meta,94.869347
2015-07-20,Meta,97.806229
2015-07-21,Meta,98.285713
2015-07-22,Meta,96.937149
2015-07-23,Meta,95.338844
2015-07-24,Meta,96.847244
2015-07-27,Meta,94.07019
2015-07-28,Meta,95.189003
2015-07-29,Meta,96.887199
2015-07-30,Meta,95.109085
2015-07-31,Meta,93.910362
2015-08-03,Meta,94.040222
2015-08-04,Meta,93.960304
2015-08-05,Meta,96.337784
2015-08-06,Meta,95.019188
2015-08-07,Meta,94.200058
2015-08-10,Meta,94.050217
2015-08-11,Meta,93.520775
2015-08-12,Meta,94.090172
2015-08-13,Meta,93.330978
2015-08-14,Meta,94.319923
2015-08-17,Meta,93.830444
2015-08-18,Meta,95.06913
2015-08-19,Meta,95.208977
2015-08-20,Meta,90.464012
2015-08-21,Meta,85.968781
2015-08-24,Meta,82.002991
2015-08-25,Meta,82.912025
2015-08-26,Meta,87.097588
2015-08-27,Meta,89.634903
2015-08-28,Meta,90.913544
2015-08-31,Meta,89.335213
2015-09-01,Meta,87.13755
2015-09-02,Meta,89.794724
2015-09-03,Meta,88.056572
2015-09-04,Meta,88.166458
2015-09-07,Meta,88.166458
2015-09-08,Meta,89.435104
2015-09-09,Meta,90.344147
2015-09-10,Meta,91.882515
2015-09-11,Meta,91.952438
2015-09-14,Meta,92.212158
2015-09-15,Meta,92.801537
2015-09-16,Meta,93.350952
2015-09-17,Meta,94.240005
2015-09-18,Meta,94.29995
2015-09-21,Meta,95.44873
2015-09-22,Meta,92.861473
2015-09-23,Meta,93.870407
